necessary	RelatedTo	indispensable
dissolve	RelatedTo	immersion
nitromethane	DerivedFrom	nitro
ordain	RelatedTo	predestine
union_jack	RelatedTo	anchor
install	RelatedTo	formally
free/v	DerivedFrom	release/n
termination	Synonym	conclusion
spyware	RelatedTo	demoware
toluene	DerivedFrom	ene
synonymy	RelatedTo	synonymous
craziness	EtymologicallyDerivedFrom	crazy
ufo	RelatedTo	spacecraft
view_video	HasSubevent	eat_popcorn
go_see_play	HasSubevent	find_seat
marmot	AtLocation	laboratory
race/v	IsA	establish/v
enervate	RelatedTo	morally
cafe	RelatedTo	sidewalk
parachute	Synonym	skydive
well_form_formula	PartOf	inference_rule
catch_mumps	HasFirstSubevent	feel_bad
immune	RelatedTo	immune_system
private	Synonym	personal
view/n	IsA	mean/n
light_match	HasSubevent	hold_breath
ostomy	RelatedTo	plasty
present/a	DerivedFrom	presence/n
palm_tree	IsA	biological_family
absorb/v	IsA	arrive/v
misfortune	Synonym	mishap
merman	EtymologicallyDerivedFrom	m
chronology	EtymologicallyDerivedFrom	chrono
tease/v	IsA	manipulate/v
award/n	IsA	extremity/n
spontaneous	RelatedTo	impulse
outline/n	IsA	tube/n
watch/v	IsA	announce/v
high_rise	RelatedTo	many
wrestler	IsA	fighter
excavation	UsedFor	dig_hole
douchebag	EtymologicallyDerivedFrom	douche
deadly_sin	RelatedTo	seven_deadly_sin
encouragement	DerivedFrom	courage
sound/v	IsA	appoint/v
trick/n	IsA	symbol/n
fluoroscope	RelatedTo	fluorescent
examine	RelatedTo	inspect
serene	RelatedTo	worry
mw	RelatedTo	hf
dolphin	RelatedTo	anchor
donkey	IsA	terrestrial_organism
course/n	IsA	european/n
dullness	RelatedTo	sharpness
vice	AtLocation	cellar
pentacle	RelatedTo	disk
turkey_shoot	RelatedTo	contest
railroad	RelatedTo	train_station
base/n	IsA	material/n
orange_juice	IsA	juice
stretch/n	IsA	trouser/n
attach	RelatedTo	seize
mileage	RelatedTo	mile
severe	Synonym	harsh
concrete	RelatedTo	composite
award	RelatedTo	judgment
hideous	Synonym	terrible
revolution/n	IsA	clothe/n
naked	Synonym	bare
bogger	RelatedTo	nipper
pounce	RelatedTo	perforation
lar	RelatedTo	lng
bench/n	IsA	whole/n
citizen	RelatedTo	monarchy
peter	IsA	new_testament_book
rate/n	IsA	cost/n
thrush/n	IsA	oscine/n
commit_perjury	HasFirstSubevent	feel_guilty
pons	RelatedTo	brain_stem
bail	RelatedTo	person
cardinal_number	RelatedTo	infinite
hebe	IsA	mythical_be
manner/n	IsA	category/n
thief/n	IsA	criminal/n
algebraic_number	RelatedTo	complex_number
acetal	RelatedTo	hemiacetal
crow	IsA	natural_language
applaud	RelatedTo	approval
tribune	RelatedTo	person
jump_rope	Causes	tiredness
alter	IsA	medical_care_event
gymnast	AtLocation	at_gym
blameworthy	RelatedTo	censure
ipod	RelatedTo	iphone
sit_room	Synonym	live_room
serve_customer	HasPrerequisite	servant
reboot	RelatedTo	bootstrap
plate/n	PartOf	structure/n
dicot_family/n	IsA	relative/n
person	Desires	guiltless
attract/v	IsA	injure/v
elg	RelatedTo	nlrg
screenplay	IsA	narrative
tennis_ball	IsA	big_business
semantic	RelatedTo	petty
obverse	RelatedTo	complementary
tinsel	DerivedFrom	tinsel
reconcile	RelatedTo	financial
poser	RelatedTo	pretentious
computer_user	AtLocation	at_school
stiff	RelatedTo	severe
faith/n	IsA	content/n
registration	RelatedTo	alignment
resolution/n	IsA	opinion/n
television_studio	AtLocation	valley
throw_down	RelatedTo	brawl
abduct	Synonym	kidnap
name/n	IsA	speech_act/n
grief	RelatedTo	sorrow
oblation	RelatedTo	offer
continue	Synonym	carry_on
distinct	RelatedTo	distinguishable
vice_admiral	RelatedTo	admiral
blow/v	IsA	build_up/v
good_book	RelatedTo	kindly
airhead	IsA	tactical_area
holiday_shop	HasPrerequisite	find_job
person	AtLocation	toy_store
booklet	Synonym	leaflet
soviet_socialist_republic	RelatedTo	soviet_union
discrepancy/n	IsA	abnormality/n
trim/n	IsA	stick/n
constituent	RelatedTo	constitute
cop	RelatedTo	summit
however	Synonym	nevertheless
romance	RelatedTo	woo
sexist	RelatedTo	discrimination
get_good_grade	HasSubevent	feel_good_about_yourself
fain	RelatedTo	content
contribution	RelatedTo	contribute
compel	RelatedTo	subdue
kuiper_belt_object	RelatedTo	minor_planet
give_way	RelatedTo	yield
covet	RelatedTo	yearn
psychometrics	EtymologicallyDerivedFrom	psycho
baptist	IsA	christianity
flabbergast	Synonym	geek
straight_flush	DerivedFrom	flush
salami	RelatedTo	pork
accommodate	RelatedTo	afford
rope/n	IsA	interpretation/n
attach	Antonym	detach
overturn	RelatedTo	upset
binary_star	DerivedFrom	binary
passenger_terminal	AtLocation	bus_station
recovery	Synonym	recover
wherever	RelatedTo	whereabouts
lecture	IsA	write_or_speak_work
perish	Synonym	deteriorate
disappointment	DerivedFrom	disappoint
bay_window	AtLocation	downstairs
administrator/n	IsA	compound/n
guitar	RelatedTo	banjo
pentecostal	RelatedTo	holy_spirit
person	CapableOf	join_team
empty_bladder	HasPrerequisite	piss
let_go	RelatedTo	grasp
correct/a	SimilarTo	straight/a
aardvark	RelatedTo	insectivorous
bumble	RelatedTo	boom
breach	RelatedTo	fall_out
hockey_puck	DerivedFrom	hockey
bake_oven	AtLocation	at_home
insular	RelatedTo	peninsula
adhesion	Antonym	cohesion
tap/n	IsA	program/n
boo_boo	RelatedTo	bruise
pound/n	PartOf	stone/n
failure	IsA	sometimes
polemic	Synonym	polemical
sim_card	RelatedTo	sm
beat/v	IsA	make/v
biology/n	IsA	unit_of_measurement/n
malnutrition	RelatedTo	nourishment
picric_acid	RelatedTo	aspirin
painter	IsA	skilled
eirene	RelatedTo	horae
snatch	RelatedTo	weightlift
stretch/n	IsA	artist/n
duct/n	IsA	birth/n
leaf/n	IsA	use/n
denary	RelatedTo	primary
coil/n	IsA	tube/n
lever/n	IsA	array
general/n	IsA	object/n
prang	DerivedFrom	prang
general_store	AtLocation	bake_soda
smart	RelatedTo	intelligent
expunge	RelatedTo	eliminate
cloak_and_dagger	RelatedTo	secrecy
bulk	RelatedTo	expand
conductor	IsA	person_type
warship/n	IsA	legal_document/n
comic_strip	IsA	write_or_speak_work
carry/v	SimilarTo	carry/v
motive	Synonym	motif
take_care_of	IsA	action_on_object
peach	RelatedTo	georgia
orientation/n	IsA	message/n
beg	RelatedTo	ask
ejector	RelatedTo	eject
waggle	RelatedTo	sway
personal	RelatedTo	offensive
disaffect	RelatedTo	estrange
headache	EtymologicallyDerivedFrom	ache
annexation	DerivedFrom	annex
version	RelatedTo	variation
fallacious	RelatedTo	specious
tune	RelatedTo	intense
arsonist	AtLocation	in_jail
la_la_land	RelatedTo	los_angeles
premier	IsA	head_of_government
dress/n	IsA	sauce/n
graffiti	RelatedTo	hip_hop
overall	RelatedTo	loose
seclude	RelatedTo	seclusion
backwater	RelatedTo	oar
epiphyte	EtymologicallyDerivedFrom	phyte
person	Desires	explore
skirt	RelatedTo	skirt
cull	RelatedTo	get_rid_of
diabetes	RelatedTo	diabetic
average	RelatedTo	standard_deviation
endearment	EtymologicallyDerivedFrom	dear
stew/n	IsA	sense/n
topology	RelatedTo	topological_space
boxer	RelatedTo	internal_combustion_engine
victimize/v	IsA	delete/v
exhale/v	Synonym	expire
door_with_lock	HasA	keyhole
prod	RelatedTo	crossbow
fire/n	IsA	proceed/n
cable_car	RelatedTo	grip
essential_amino_acid	DerivedFrom	essential
unfavorable	RelatedTo	obstacle
collection/n	IsA	group/n
wear/v	IsA	persuade/v
breed_in_bone	RelatedTo	establish
stand/n	IsA	list/n
tan	DerivedFrom	tan
dance_samba	UsedFor	have_good_time
modulate	RelatedTo	vary
facultative	Antonym	obligate
leave/v	Entails	die/v
homey	RelatedTo	cozy
albany	RelatedTo	bestow
lighten	RelatedTo	alleviate
ribbon	AtLocation	typewriter
hop/v	IsA	set/v
distraction	HasProperty	unsafe
liveliness/n	IsA	medium/n
perfect	RelatedTo	perfect
straighten	RelatedTo	clarify
weakness	RelatedTo	version
toad	RelatedTo	amphibian
distribute/v	IsA	manage/v
tie/n	IsA	material/n
spread/v	IsA	satisfy/v
dove	Synonym	pigeon
play_card/n	IsA	request/n
recant	RelatedTo	contradict
salute	RelatedTo	gesture
produce/v	DerivedFrom	product/n
thioaldehyde	RelatedTo	general_formula
pentose	EtymologicallyDerivedFrom	ose
mandala	RelatedTo	realm
vote/v	IsA	express/v
folder	AtLocation	confession
refractory	RelatedTo	melt_point
tuft	RelatedTo	quilt
scarcity	Synonym	shortage
center/n	IsA	condition/n
steam_engine	HasProperty	rare
divine/n	Synonym	deity
scone	IsA	food_item
plain_jane	RelatedTo	silent_sam
liliaceae/n	IsA	liliid_monocot_family/n
go_into_trance	UsedFor	meditate
anemone	AtLocation	at_school
buccaneer	RelatedTo	reckless
retrofit	DerivedFrom	retro
french_horn	IsA	tablet
drawback	Synonym	fault
cannabis/n	Synonym	hemp
chick	RelatedTo	rooster
moderate	RelatedTo	modal
discover_truth	Causes	conclusion
toughness	IsA	disposition
gastropod	DerivedFrom	gastro
mortar	RelatedTo	caliber
motivation/n	IsA	electronic_device/n
downpour	EtymologicallyDerivedFrom	pour
symbolicism	RelatedTo	symbolic
eer	RelatedTo	concern
trout	RelatedTo	admonish
french_horn	HasProperty	shiny
bite/v	IsA	pierce/v
tell	RelatedTo	narration
cheque	AtLocation	wallet
wage	RelatedTo	income
precipitate	RelatedTo	hasty
amplifier	RelatedTo	stereo
hydroxyl	RelatedTo	functional_group
syzygy	RelatedTo	conscious
distribute/v	IsA	distribute/v
pulse/n	IsA	rope/n
breeze	RelatedTo	easy
eagle	RelatedTo	carrion
get_off/v	IsA	bring/v
regicide	DerivedFrom	cide
disapprove	EtymologicallyDerivedFrom	soothe
speedboat	IsA	motorboat
cow/n	RelatedTo	mutton
paper_menu	AtLocation	phone_book
meteoritic	EtymologicallyDerivedFrom	meteorite
cybersex	RelatedTo	masturbation
extension/n	IsA	creation/n
wall/n	HasContext	anatomy/n
doctor/n	Synonym	vet
chiropteran	IsA	biological_order
terry	RelatedTo	towel
draft/n	IsA	device/n
gainly	RelatedTo	handsome
rollover	RelatedTo	cursor
azole	RelatedTo	thiazole
approach/n	IsA	quantity/n
prevarication	DerivedFrom	prevaricate
abandonware	RelatedTo	video_game
jerk	RelatedTo	unpleasant
chaser	RelatedTo	hunter
remote	Antonym	companionable
prophylactic	RelatedTo	preventive
knock/v	IsA	knock/v
engrave	IsA	solid_tangible_artifact
know_if_re_healthy	Causes	gratify
slacken	RelatedTo	slacken
adjective	RelatedTo	dependent
activator	RelatedTo	mediate
anemone	AtLocation	sea_water
quilt	IsA	hobby
demonstrator	Synonym	pointling
person	Desires	promotion
spring_and_autumn	RelatedTo	usually
agency/n	IsA	excavation/n
monochromatic	RelatedTo	lifeless
foam	AtLocation	skyscraper
index/n	IsA	placement/n
rip_off	RelatedTo	theft
despite	RelatedTo	malice
paul	RelatedTo	pollard
eps	DerivedFrom	ene
scoop	RelatedTo	bonnet
tall	RelatedTo	excellent
speed/n	Attribute	fast/a
abate	RelatedTo	humble
absorb/v	IsA	account/v
spread/n	IsA	dance/n
homicide	RelatedTo	matricide
satisfy/v	IsA	join/v
napkin	RelatedTo	diaper
seed_stock	RelatedTo	seedful
plough	Synonym	charles_wain
pinch_hitter	RelatedTo	wicket
redact	RelatedTo	censor
see_old_thing	UsedFor	reminisce
miss/v	DerivedFrom	escape/n
woody	RelatedTo	nickname
papyrus	RelatedTo	scroll
see_old_thing	HasSubevent	nostalgia
west/n	IsA	workplace/n
lot	RelatedTo	abraham
shaft/n	IsA	delivery/n
manacle	IsA	fetter
bear/n	IsA	power/n
cigar	AtLocation	intern
unborn	RelatedTo	deliver
judaism	RelatedTo	judaica
humour	RelatedTo	moisture
tooth/n	IsA	opinion/n
steal/v	HasContext	baseball/n
weasel	AtLocation	politics
nitrous_acid	IsA	lewis_acid
however	Synonym	nevertheless
spokesperson	DerivedFrom	person
number/n	PartOf	old_testament/n
pinnate	RelatedTo	palmate
nightclub	UsedFor	socialise
σ_algebra	RelatedTo	complement
selenium	IsA	non_metallic_element
destructive_distillation	RelatedTo	tar
socialize	HasPrerequisite	ask
shrine	RelatedTo	martyr
wedlock	RelatedTo	matrimony
slaughter	RelatedTo	rout
drive/v	IsA	make/v
observe	Synonym	discover
salisbury	RelatedTo	dominica
what's_up	RelatedTo	greet
superdick	RelatedTo	detective
mannose	RelatedTo	legume
filter/n	IsA	design/n
endoscope	RelatedTo	endoscopy
package	AtLocation	mail_box
aerial_bomb	IsA	device_that_be_use_only_once
patent	RelatedTo	obvious
person	NotDesires	rabies
gut	RelatedTo	determination
statue_of_liberty	RelatedTo	quarterback
mine/n	IsA	industry/n
dress_room	UsedFor	get_dress
lamb	RelatedTo	victimize
anything	RelatedTo	everything
samara	RelatedTo	elm
hope	RelatedTo	aspire
watch/v	DerivedFrom	observation/n
fullness	IsA	sensation
hideous	Synonym	horrible
cleanly	RelatedTo	dexterous
investiture	Synonym	coronation
agony	Synonym	pang
mimic	RelatedTo	impersonator
capsule	RelatedTo	inside
vault	RelatedTo	overreach
analytic	RelatedTo	necessarily
iris/n	IsA	code/n
film/n	IsA	occupation/n
go_off_strike	HasPrerequisite	get_in_car
person	HasA	person
diplomat	RelatedTo	diplomatic
epigenetics	DerivedFrom	epi
crusade	RelatedTo	portuguese
imperfect	EtymologicallyDerivedFrom	em
grapevine	IsA	vine
hella	RelatedTo	totally
barren	RelatedTo	sterile
sentience	MadeOf	thought
novelist	EtymologicallyDerivedFrom	novel
quarter/n	PartOf	hour/n
tempo_mark	RelatedTo	composer
own	RelatedTo	enslave
dystrophy	IsA	medical_condition
inferior	RelatedTo	adherent
mazda	EtymologicallyDerivedFrom	mazda
sting	RelatedTo	their
bunch	RelatedTo	cigar
find	RelatedTo	foundation
sting	RelatedTo	sting
disdainful	DerivedFrom	disdain
hemipeptone	RelatedTo	albumin
spark	RelatedTo	georgia
steal/v	IsA	take/v
perfuse	RelatedTo	perfusion
raindrop	RelatedTo	rainwater
vexation	RelatedTo	vexatious
rhetorical_device/n	IsA	evasion/n
senate	RelatedTo	govern
drink/v	IsA	use/v
suggestion	RelatedTo	imply
ethyl	RelatedTo	ethane
domineer	Synonym	dominant
denotation	DerivedFrom	denote
try/v	IsA	copulate/v
sleeve	PartOf	jacket
railroad_track	RelatedTo	concrete
package	AtLocation	corner_of_two_street
strap	RelatedTo	robust
admire	RelatedTo	approbation
monocot_family/n	IsA	chemical_process/n
philous	RelatedTo	philic
qualm	Synonym	misgive
play_angle	RelatedTo	puck
ineffective	RelatedTo	incompetent
camouflage	RelatedTo	aim
forward/r	Antonym	rearward
public_private_partnership	DerivedFrom	partnership
leafy	Synonym	foliate
godmother	RelatedTo	godparent
whereto	RelatedTo	whereby
humour	RelatedTo	rumor
utility_case	AtLocation	mini_mall
fireplace	AtLocation	camp
rule/v	IsA	decide/v
cotton/n	IsA	unit_of_measurement/n
ionic	IsA	natural_language
uterus	RelatedTo	womb
sufferance	RelatedTo	custom
arrhythmia	RelatedTo	heartbeat
vamp	RelatedTo	vampire
chess_piece	AtLocation	ireland
go_into_trance	Causes	hallucination
transformation/n	IsA	social_control/n
photosynthesis	EtymologicallyDerivedFrom	synthesis
chlorous_acid	IsA	electrolyte
see_story	UsedFor	distraction
hot_spot	RelatedTo	manifestation
hush/v	IsA	change_integrity/v
stop/v	Synonym	discontinue
amish	RelatedTo	sect
rhetoric	RelatedTo	intend
attempt	EtymologicallyDerivedFrom	tempt
fey	RelatedTo	fate
equation	AtLocation	blackboard
resemble	RelatedTo	compare
conscientious	RelatedTo	careful
verb_phrase	RelatedTo	modifier
unguilt	DerivedFrom	guilt
scale/n	IsA	belief/n
classy	RelatedTo	fashionable
amicably	RelatedTo	amicable
traditional_chinese	DerivedFrom	chinese/n
mash	RelatedTo	brew
purine	RelatedTo	pyrimidine
head/v	IsA	transfer/v
dino	RelatedTo	dinosaur
stock_exchange/n	IsA	workplace/n
white_house	RelatedTo	workplace
goon	RelatedTo	henchman
carrier/n	IsA	locomotion/n
sam	RelatedTo	collect
join/v	IsA	tell/v
radar	IsA	electrical_device
favourite	RelatedTo	contestant
mace	RelatedTo	bludgeon
edify	RelatedTo	instruct
astrology	RelatedTo	astrological
home_plate	RelatedTo	third_base
backbone	IsA	computer_network
kick/v	IsA	spend/v
alienation	RelatedTo	dissociation
regenerate/v	IsA	increase/v
take_stand	Causes	sacrifice
philology	RelatedTo	historical
resentment	RelatedTo	indignation
berber	RelatedTo	northern
screen/n	IsA	protective_cover/n
cucumber	RelatedTo	watery
stretcher	RelatedTo	header
view/n	IsA	geological_formation/n
thieve	RelatedTo	theft
sump	RelatedTo	reservoir
coat/v	IsA	defend/v
invest/v	IsA	agree/v
neck/n	IsA	maneuver/n
bovine	RelatedTo	sluggish
sunflower	RelatedTo	floral
bubblegum	RelatedTo	complexity
look/v	IsA	relate/v
iniquitous	Synonym	immoral
bracket/n	IsA	psychological_state/n
gentrification	RelatedTo	gentry
matte	Antonym	glossy
numb	RelatedTo	numbness
plan/n	IsA	run/n
larceny	RelatedTo	deprive
initial	RelatedTo	signature
proprietor	RelatedTo	proper
attract/v	IsA	approach/v
statin	RelatedTo	cholesterol
wishy_washy	RelatedTo	watery
crack/v	IsA	convey/v
solemnity	EtymologicallyDerivedFrom	solemn
hood/n	IsA	anxiety/n
snack	RelatedTo	item
ergic	RelatedTo	activate
cue	RelatedTo	buttery
enfold	RelatedTo	envelop
fast/a	Synonym	tight
jury_rig	RelatedTo	makeshift
latin_america	RelatedTo	belize
regulation/n	IsA	procedure/n
pesticide	RelatedTo	germicide
aphelion	RelatedTo	apolune
minus	RelatedTo	defect
succeed/v	Antonym	fail/v
woodwind_instrument	AtLocation	at_concert
heart_attack	RelatedTo	necrosis
magma	RelatedTo	algebraic
log/n	IsA	chemical/n
bunsen_burner	AtLocation	laboratory
hard_disk_drive	Synonym	hard_drive
machine_protocol	IsA	universalism
calibre	RelatedTo	caliper
virtue	RelatedTo	excellence
new_age	RelatedTo	alternative
circulation/n	IsA	diversion/n
connector	RelatedTo	socket
case/n	IsA	accomplishment/n
charge/v	IsA	become/v
boyfriend	IsA	significant_other
foremast	RelatedTo	mainmast
imaginative	DerivedFrom	imagine
cedar/n	MadeOf	cedar/n
handball	IsA	big_business
resurrect	Synonym	resurrection
pier/n	RelatedTo	peer
regenerate/v	IsA	make/v
accretion/n	IsA	increase/n
loanword	EtymologicallyDerivedFrom	lend
embezzlement	DerivedFrom	embezzle
pester	Synonym	tease
pinch	IsA	sensation
knapsack	IsA	baggage
board/n	IsA	cognition/n
interpret	Synonym	solve
extrovert	RelatedTo	outgo
genealogy	RelatedTo	lineage
row/n	IsA	concern/n
barbershop	RelatedTo	vocal
brave	RelatedTo	chivalry
eloquent	RelatedTo	grandiose
injustice	RelatedTo	absence
coronation	IsA	initiation_ceremony
twelfty	RelatedTo	hundred
pulpit	AtLocation	cathedral
argue/v	DerivedFrom	argument/n
isolate	RelatedTo	strain
tweed	AtLocation	jacket
mussel	IsA	seafood
transient_luminous_event	RelatedTo	bluejet
fireman	RelatedTo	fire_hose
take_time	RelatedTo	volunteer
panel/n	IsA	hindrance/n
go_to_get_haircut	HasPrerequisite	put_on_clothe
north	IsA	south
forset	RelatedTo	entrap
advertise	RelatedTo	announce
despite	RelatedTo	vex
crab/n	IsA	sheet/n
aspartic_acid	IsA	nonessential_amino_acid
protist	RelatedTo	algae
triangulation	RelatedTo	triangular
climate	EtymologicallyDerivedFrom	lean
hydrozoan	RelatedTo	hydra
become_scuba_diver	HasSubevent	hold_breath
fabulous	RelatedTo	marvelous
joule	RelatedTo	exert
canal/n	IsA	transmission/n
monoterpene	RelatedTo	isoprene
rout	RelatedTo	bellow
milli	RelatedTo	millimeter
film/n	IsA	substance/n
prisoner	HasA	capture
home/n	IsA	geographical_area/n
detestable	RelatedTo	loathsome
nanny	RelatedTo	grandmother
abdicate	RelatedTo	cast_off
styrene	RelatedTo	polystyrene
concert	RelatedTo	combination
woodwind	UsedFor	play_in_orchestra
holy_spirit	DerivedFrom	holy
unrelenting	RelatedTo	mild
tum	RelatedTo	mar
condemn/v	IsA	compete/v
blowfish	AtLocation	aquarium
stuff/n	IsA	article/n
austral	RelatedTo	occidental
intruder	RelatedTo	backseat_driver
bar/n	IsA	operation/n
kick/v	IsA	hit/v
creek	IsA	natural_inanimate_thing
fadge	RelatedTo	trot
integrate/v	HasContext	mathematics/n
beastly	RelatedTo	beast
mycete	RelatedTo	phyte
dominant	IsA	instrument/n
formic_acid	Synonym	preservative
wanton	RelatedTo	playful
track/n	IsA	depression/n
ample	RelatedTo	concise
prig	RelatedTo	propriety
cross_country	IsA	athletic_activity
attitude	RelatedTo	orientation
write_term_paper	Causes	wealth
economic	Synonym	profitable
director	RelatedTo	liquid_crystal
alliance/n	IsA	activity/n
pea	AtLocation	shop_center
put_on	RelatedTo	on
foyer	RelatedTo	basin
chinese_restaurant	AtLocation	chinese_restaurant
rook	IsA	wild_animal
router	EtymologicallyDerivedFrom	rout
functional	RelatedTo	vector_space
chopper	RelatedTo	helicopter
play_ball	HasPrerequisite	have_ball
offer	Antonym	deny
stretch/n	IsA	conductor/n
hystero	RelatedTo	womb
secretary/n	IsA	head/n
face/v	IsA	form/v
panacea	RelatedTo	alchemist
shift/n	IsA	memory/n
foodstuff	Synonym	food_item
person	NotDesires	feel_pain
mallet	RelatedTo	beetle
image/n	IsA	religious_person/n
person	NotDesires	prisoner
toast	RelatedTo	jelly
hydrofluoric_acid	RelatedTo	metallurgy
pop/v	IsA	fix/v
straw_man	RelatedTo	knock_down
bespeak	RelatedTo	suggest
radio_station	IsA	man_make_structure
calyx	IsA	plant_part
centerfold	IsA	visual_information
satisfy/v	IsA	fix/v
whereto	RelatedTo	thereabout
warrant	IsA	legal_agreement
brahmin	RelatedTo	intellectual
steakhouse	UsedFor	get_food
determine_truth	HasSubevent	investigate
contribute	RelatedTo	contributor
pit/n	IsA	decay/n
enable	RelatedTo	capable
cubic_metre	RelatedTo	kilometre
brandalism	RelatedTo	defacement
exempt	RelatedTo	obligation
use/n	Synonym	nait
find_truth	UsedFor	cop
farm_animal	RelatedTo	livestock
finger/n	IsA	electricity/n
throat/n	IsA	transfer/n
hedron	RelatedTo	polyhedron
conduct/v	Synonym	transmit
setter	IsA	projection/n
postpone	RelatedTo	lengthen
kidnap	RelatedTo	abduction
yesterday	EtymologicallyDerivedFrom	yesterday
ride/v	IsA	populate/v
precipitation	RelatedTo	hurry
hortatory	RelatedTo	encourage
unsettle	RelatedTo	disturb
stop_over	RelatedTo	journey
stain/n	IsA	representation/n
unearthly	RelatedTo	supernatural
genitalia	RelatedTo	female_genital_mutilation
enthusiast	Synonym	fiend
plight	RelatedTo	promise
alter	IsA	surgery
red_sprite	RelatedTo	transient_luminous_event
peckerwood	RelatedTo	ignorant
incoherent	RelatedTo	loose
disbelieve	RelatedTo	discount
columella	RelatedTo	vibration
pandemic	RelatedTo	geographic
large_container	AtLocation	factory
submission/n	IsA	message/n
neolithic	RelatedTo	outdated
first_rate	RelatedTo	ship_of_line
gripe	RelatedTo	petty
comparison/n	IsA	board/n
take_in	RelatedTo	person
european_country/n	PartOf	europe/n
tilde	RelatedTo	hyphen
allege	RelatedTo	allegation
barb	RelatedTo	fishhook
pound/n	PartOf	play_period/n
black_tie	RelatedTo	tuxedo
regenerate/v	IsA	challenge/v
disperse/v	IsA	separate/v
cut_of_beef/n	IsA	injury/n
diamond/n	IsA	carbon/n
pastime	Synonym	amusement
hiccup	EtymologicallyDerivedFrom	kin
fiscal	RelatedTo	finance
bull/n	IsA	mammal/n
lymphoma	RelatedTo	malignant
chess_king	AtLocation	edinburgh
rather	RelatedTo	qualification
greek_alphabet	RelatedTo	low_case
brainstorm	Synonym	mastermind
block/n	IsA	region/n
dishonour	RelatedTo	honour
hieroglyph	RelatedTo	hieroglyphic
appoint/v	DerivedFrom	care/n
watch_even_news	HasFirstSubevent	turn_on_television
tanakh	RelatedTo	old_testament
voyeurism	EtymologicallyDerivedFrom	voyeur
confer	RelatedTo	deliberate
southern	RelatedTo	southern
discharge/n	IsA	equipment/n
unthinkable	RelatedTo	improbable
whirlpool	RelatedTo	agitate
locality	RelatedTo	neighbourhood
lymph_node	DerivedFrom	lymphatic
artic	RelatedTo	arctic
abdomen	RelatedTo	peritoneum
bate	DerivedFrom	ace
freely	RelatedTo	generous
loon	RelatedTo	derange
larceny	RelatedTo	personal
pass_class	Causes	praise
creepy	RelatedTo	crawl
psycho	RelatedTo	psycho
hick	RelatedTo	dick
adaptor	RelatedTo	adaptability
forby	EtymologicallyDerivedFrom	boor
time/n	Attribute	future/a
thrum	RelatedTo	thrum
zwieback	RelatedTo	toddler
dip/n	IsA	push/n
colonialism	EtymologicallyDerivedFrom	colonial
crew	RelatedTo	buzz
have/v	IsA	worsen/v
focus/n	IsA	point/n
stirrup	RelatedTo	thimble
demand	RelatedTo	requirement
develop/v	Causes	grow/v
nose/n	IsA	side/n
phenanthrene	DerivedFrom	ene
palestinian	Synonym	pal
ambient	RelatedTo	incorporate
so	RelatedTo	strike_out
oxymoron	RelatedTo	sophomore
stop_bicycle	Causes	slow_down
backseat_driver	RelatedTo	marplot
sustain	RelatedTo	mechanism
micrometer	RelatedTo	thickness
spend/v	IsA	destroy/v
steward	AtLocation	in_plane
gentleman	EtymologicallyDerivedFrom	gentle
chemosynthesis	EtymologicallyDerivedFrom	chemo
accurate	Synonym	correct
field/n	IsA	commerce/n
gang/n	IsA	chemical_process/n
helmet/n	IsA	manner/n
quad	RelatedTo	align
eat_in	Antonym	eat_out
space_shuttle	IsA	mechanical_device
ab	RelatedTo	heroin
get_pay	MotivatedByGoal	earn_money
afro_asiatic	RelatedTo	northern
unchaste	RelatedTo	continent
netiquette	RelatedTo	conduct
pacifist	IsA	person
phobic	Synonym	phobia
talk_show	IsA	publish_work
dichotomy	DerivedFrom	otomy
gutter	RelatedTo	gutter
indifferent	RelatedTo	apathy
genius	RelatedTo	person
peter	RelatedTo	peat
hypocycloid	RelatedTo	cycloid
homer	RelatedTo	home_run
ambulance	RelatedTo	injure
benson	RelatedTo	minnesota
sucker/n	PartOf	sucker/n
canine	IsA	idea/n
reprimand	RelatedTo	admonition
check/n	IsA	commerce/n
shank/n	IsA	cavity/n
fief	RelatedTo	dominion
cranium	IsA	sometimes
pick/n	IsA	remark/n
park/n	IsA	gear/n
allowable	DerivedFrom	allow
neatherd	RelatedTo	swineherd
intimacy	RelatedTo	closeness
combination/n	Synonym	fusion
choleretic	RelatedTo	bile
corn/n	IsA	foodstuff/n
charge/v	IsA	build_up/v
pink	RelatedTo	ridicule
string/n	IsA	taxonomic_group/n
shock/n	IsA	room/n
criticise	RelatedTo	merit
decree	RelatedTo	dictatorship
sublimate	RelatedTo	honor
wellington	PartOf	new_zealand
mammoth	AtLocation	toy_store
arouse/v	IsA	change_state/v
hellas	RelatedTo	hellenic
tetracyclic	RelatedTo	pharmaceutical
brush/n	IsA	attack/n
jukebox	DerivedFrom	juke
perseus	RelatedTo	macedonia
have_friend_over	HasSubevent	serve_food
drop/v	IsA	send/v
grind/n	IsA	measurement/n
repel	RelatedTo	repellent
love/v	DerivedFrom	love/n
bermuda	PartOf	unite_kingdom
steeplechase	RelatedTo	horse_race
proof/n	HasContext	mathematics/n
teacher/n	IsA	application/n
honest	RelatedTo	trait
consume/v	IsA	learn/v
revoke	RelatedTo	recollect
compound/v	IsA	become/v
small_dog	AtLocation	fortune_cookie
think/v	Synonym	find
tampon	IsA	portable_object
one_impairment_person_might_have	IsA	development/n
lark	RelatedTo	wake
